source,source_line,citation,cited_file,old_line,resolved_path,new_line,symbol,semantic_assertion,status,reason
plan-sections-0-through-4,570,GenericChartOfAccountsSeeder.php:165,GenericChartOfAccountsSeeder.php,165,apps/api/database/seeders/GenericChartOfAccountsSeeder.php,165,getAccountsDefinition(),"getAccountsDefinition() anchors the cited behavior at `'system_purpose' => SystemAccountPurpose::CostOfGoodsSold->value, 'is_system' => true],`",mapped,
plan-sections-0-through-4,581,InventoryServiceProvider.php:77,InventoryServiceProvider.php,77,apps/api/app/Modules/Inventory/Providers/InventoryServiceProvider.php,77,registerEventListeners(),"registerEventListeners() anchors the cited behavior at `Event::listen(InvoicePosted::class, PostCOGSOnInvoice::class);`",mapped,
plan-sections-0-through-4,585,FranceChartOfAccountsSeeder.php:275-279,FranceChartOfAccountsSeeder.php,275-279,apps/api/database/seeders/FranceChartOfAccountsSeeder.php,283-287,aware,"aware anchors the cited behavior at `// 2052 line ""Achats de marchandises"" stays structurally 0.00. The P&L // TOTAL is correct; the FS/FT split is not the conventional PCG // presentation. Not a regression (TN behaves the same) and not a // blocker — but the expert must rule on the presentation before the // first liasse, not at filing. Register H-5 carr`",mapped,
plan-sections-0-through-4,592,StockAdjustmentService.php:1419,StockAdjustmentService.php,1419,apps/api/app/Modules/Inventory/Domain/Services/StockAdjustmentService.php,1419,postCountOpening(),"postCountOpening() anchors the cited behavior at `unitCost: $openingUnitCost,`",mapped,
plan-sections-0-through-4,604,DeliveredQuantityResolver.php:287,DeliveredQuantityResolver.php,287,apps/api/app/Modules/Document/Domain/Services/DeliveredQuantityResolver.php,373,linkedDeliveryNoteIdsFor(),"linkedDeliveryNoteIdsFor() anchors the cited behavior at `public function linkedDeliveryNoteIdsFor(Document $invoice): array`",mapped,
plan-sections-0-through-4,611,PosCoreReceiptProjection.php:1781-1782,PosCoreReceiptProjection.php,1781-1782,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,1881-1882,decrementStock(),"decrementStock() anchors the cited behavior at `'reference_type' => 'pos_receipt', 'reference_id' => $receiptId,`",mapped,
plan-sections-0-through-4,681,InvoiceController.php:767,InvoiceController.php,767,apps/api/app/Modules/Document/Presentation/Controllers/InvoiceController.php,808,confirmDeliveriesAndPost(),"confirmDeliveriesAndPost() anchors the cited behavior at `$confirmed = $this->deliveryNoteService->confirm($dn);`",mapped,
plan-sections-0-through-4,682,DeliveryNoteController.php:330,DeliveryNoteController.php,330,apps/api/app/Modules/Document/Presentation/Controllers/DeliveryNoteController.php,330,confirm(),"confirm() anchors the cited behavior at `return $this->deliveryNoteService->confirm($lockedDocument);`",mapped,
plan-sections-0-through-4,709,ApplyFiscalEventProjectionJob.php:158,ApplyFiscalEventProjectionJob.php,158,apps/api/app/Modules/Fiscal/Application/Jobs/ApplyFiscalEventProjectionJob.php,158,ApplyFiscalEventProjectionJob,"ApplyFiscalEventProjectionJob anchors the cited behavior at `public int $tries = 5;`",mapped,
plan-sections-0-through-4,745,ReturnScrapWriteOffService.php:209-213,ReturnScrapWriteOffService.php,209-213,apps/api/app/Modules/POS/Application/Services/ReturnScrapWriteOffService.php,209-213,writeOff(),"writeOff() anchors the cited behavior at `// Seal INSIDE this transaction (gate I1). The default afterCommit // path would post from a Horizon worker in autocommit, where the // per-company chain advisory lock is a no-op (duplicate // chain_sequence) and a post-commit throw would leave the entry // Draft forever — invisible to every trial balance.`",mapped,
plan-sections-0-through-4,771,app/Modules/Procurement/Application/StandaloneReceiptService.php:133-135,app/Modules/Procurement/Application/StandaloneReceiptService.php,133-135,apps/api/app/Modules/Procurement/Application/StandaloneReceiptService.php,133-135,execute(),"execute() anchors the cited behavior at `$receipt = $input->postImmediately ? $this->goodsReceiptService->post($draft, $input->actorId, null, true) : $draft;`",mapped,
plan-sections-0-through-4,776,GoodsReceiptService.php:202,GoodsReceiptService.php,202,apps/api/app/Modules/Inventory/Application/Services/GoodsReceiptService.php,203,post(),"post() anchors the cited behavior at `public function post(GoodsReceipt $receipt, string $actorId, ?string $destinationLocationId = null, bool $failClosedGrir = false): GoodsReceipt`",mapped,
plan-sections-0-through-4,801,GoodsReceiptController.php:124,GoodsReceiptController.php,124,apps/api/app/Modules/Inventory/Presentation/Controllers/GoodsReceiptController.php,124,post(),"post() anchors the cited behavior at `$posted = $this->goodsReceiptService->post($this->receiptForCurrentCompany($receipt), $user->id, $destinationLocationId);`",mapped,
plan-sections-0-through-4,802,ReturnNoteController.php:427,ReturnNoteController.php,427,apps/api/app/Modules/Document/Presentation/Controllers/ReturnNoteController.php,427,confirm(),"confirm() anchors the cited behavior at `$confirmedReturnNote = $this->returnNoteService->confirm(`",mapped,
plan-sections-0-through-4,803,ApplyFiscalEventProjectionJob.php:394,ApplyFiscalEventProjectionJob.php,394,apps/api/app/Modules/Fiscal/Application/Jobs/ApplyFiscalEventProjectionJob.php,394,handle(),"handle() anchors the cited behavior at `$projector->apply($event);`",mapped,
plan-sections-0-through-4,820,WeightedAverageCostService.php:441-457,WeightedAverageCostService.php,441-457,apps/api/app/Modules/Inventory/Application/Services/WeightedAverageCostService.php,455-471,recordSale(),"recordSale() anchors the cited behavior at `// Dispatch StockMovementRecorded event for audit trail - AFTER transaction commits DB::afterCommit(function () use ( $movementSnapshot, $productSnapshot,`",mapped,
plan-sections-0-through-4,833,MovementReason.php:20-24,MovementReason.php,20-24,apps/api/app/Modules/Inventory/Domain/Enums/MovementReason.php,20-24,MovementReason,"MovementReason anchors the cited behavior at `case AdjustmentNegative = 'adjustment_negative'; // Bidirectional: a count correction can be positive or negative. Its actual // direction is on the movement row (quantity_before -> quantity_after), so use // StockMovement::directionForRow() rather than getMovementType() for it. case CountCorrection = 'count_correction`",mapped,
plan-sections-0-through-4,843,StockAdjustmentService.php:1152-1158,StockAdjustmentService.php,1152-1158,apps/api/app/Modules/Inventory/Domain/Services/StockAdjustmentService.php,1152-1158,issueFromDefaultBatchByDelta(),"issueFromDefaultBatchByDelta() anchors the cited behavior at `if (bccomp($drain, '0', self::SCALE) <= 0) { return; }`",mapped,
plan-sections-0-through-4,889,createCOGSEntry.php:1690-1698,createCOGSEntry.php,1690-1698,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,1860-1868,createCOGSEntry(),"createCOGSEntry() anchors the cited behavior at `// // unit_cost carries the perpetual WAC at higher internal precision (6 dp, // see WeightedAverageCostService::COST_SCALE). We therefore accumulate // quantity × unit_cost at a HIGH working precision (no per-line truncation // that would bias the total downward / violate NC 01 §62) and round the`",mapped,
plan-sections-0-through-4,895,StockMovement.php:182-192,StockMovement.php,182-192,apps/api/app/Modules/Inventory/Domain/StockMovement.php,182-192,directionForRow(),"directionForRow() anchors the cited behavior at `public function directionForRow(): string { $cmp = bccomp((string) $this->quantity_after, (string) $this->quantity_before, 4); return match (true) {`",mapped,
plan-sections-0-through-4,900,PosCoreReceiptProjection.php:1763,PosCoreReceiptProjection.php,1763,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,1854,decrementStock(),"decrementStock() anchors the cited behavior at `$quantityAfter = bcsub($stockQty, $qty, 4); // 4 = canonical quantity storage scale`",mapped,
plan-sections-0-through-4,901,WeightedAverageCostService.php:397,WeightedAverageCostService.php,397,apps/api/app/Modules/Inventory/Application/Services/WeightedAverageCostService.php,410,recordSale(),"recordSale() anchors the cited behavior at `$quantityStr = CurrencyScale::bcformat($quantity, 4);`",mapped,
plan-sections-0-through-4,903,WeightedAverageCostService.php:419,WeightedAverageCostService.php,419,apps/api/app/Modules/Inventory/Application/Services/WeightedAverageCostService.php,433,recordSale(),"recordSale() anchors the cited behavior at `'quantity' => bcmul($quantityStr, '-1', 4),`",mapped,
plan-sections-0-through-4,904,PosCoreReceiptProjection.php:1777,PosCoreReceiptProjection.php,1777,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,1870,decrementStock(),"decrementStock() anchors the cited behavior at `'quantity' => $quantity,`",mapped,
plan-sections-0-through-4,923,StockMovement.php:182-192,StockMovement.php,182-192,apps/api/app/Modules/Inventory/Domain/StockMovement.php,182-192,directionForRow(),"directionForRow() anchors the cited behavior at `public function directionForRow(): string { $cmp = bccomp((string) $this->quantity_after, (string) $this->quantity_before, 4); return match (true) {`",mapped,
plan-sections-0-through-4,937,GeneralLedgerService.php:4444,GeneralLedgerService.php,4444,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,4709,createInventoryWriteOffEntry(),"createInventoryWriteOffEntry() anchors the cited behavior at `]);`",mapped,
plan-sections-0-through-4,998,GeneralLedgerService.php:4544-4546,GeneralLedgerService.php,4544-4546,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,4809-4811,reverseInventoryWriteOffEntry(),"reverseInventoryWriteOffEntry() anchors the cited behavior at `'source_type' => 'batch_write_off_reversal', 'journal_code' => JournalCode::fromSourceType('batch_write_off_reversal')->value, 'source_id' => $reversalMovementId,`",mapped,
plan-sections-0-through-4,1022,GeneralLedgerService.php:3404,GeneralLedgerService.php,3404,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,3669,createPOSPaymentEntry(),"createPOSPaymentEntry() anchors the cited behavior at `'entry_date' => $receipt->posted_at,`",mapped,
plan-sections-0-through-4,1023,PosCoreReceiptProjection.php:274,PosCoreReceiptProjection.php,274,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,293,apply(),"apply() anchors the cited behavior at `$postedAt = $event->event_time_device;`",mapped,
plan-sections-0-through-4,1031,GeneralLedgerService.php:4438,GeneralLedgerService.php,4438,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,4703,createInventoryWriteOffEntry(),"createInventoryWriteOffEntry() anchors the cited behavior at `'entry_date' => now()->toDateString(),`",mapped,
plan-sections-0-through-4,1097,ApplyFiscalEventProjectionJob.php:158,ApplyFiscalEventProjectionJob.php,158,apps/api/app/Modules/Fiscal/Application/Jobs/ApplyFiscalEventProjectionJob.php,158,ApplyFiscalEventProjectionJob,"ApplyFiscalEventProjectionJob anchors the cited behavior at `public int $tries = 5;`",mapped,
plan-sections-0-through-4,1140,StandaloneReceiptService.php:134,StandaloneReceiptService.php,134,apps/api/app/Modules/Procurement/Application/StandaloneReceiptService.php,134,execute(),"execute() anchors the cited behavior at `? $this->goodsReceiptService->post($draft, $input->actorId, null, true)`",mapped,
plan-sections-0-through-4,1168,GeneralLedgerService.php:3248-3255,GeneralLedgerService.php,3248-3255,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,3513-3520,sealAndPersistEntry(),"sealAndPersistEntry() anchors the cited behavior at `// Serialize chain-sequence + hash reads per company via a transaction-scoped // advisory lock (released at commit). Concurrent posts to one company would // otherwise race on these unlocked max() reads and allocate duplicate // chain_sequence — an FEC-sequentiality break (Task 7). This is step 1 of // every converged `",mapped,
plan-sections-0-through-4,1219,ReturnScrapWriteOffService.php:191-215,ReturnScrapWriteOffService.php,191-215,apps/api/app/Modules/POS/Application/Services/ReturnScrapWriteOffService.php,191-215,writeOff(),"writeOff() anchors the cited behavior at `$this->glService->createInventoryWriteOffEntry( companyId: $companyId, // The `batchNumber` parameter is the free-text source label the GL // narrative interpolates; a POS scrap has no lot, so it carries the // return receipt number instead. `source_type` stays`",mapped,
plan-sections-0-through-4,1221,PosCoreReceiptProjection.php:1853-1865,PosCoreReceiptProjection.php,1853-1865,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,1953-1965,restockForLines(),"restockForLines() anchors the cited behavior at `if ($disposition === ReturnLineDisposition::Scrap) { $this->applyScrapDisposition( receiptId: $receiptId, event: $event, terminal: $terminal,`",mapped,
plan-sections-0-through-4,1229,GeneralLedgerService.php:2514,GeneralLedgerService.php,2514,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,2684,createVoucherLedgerEntry(),"createVoucherLedgerEntry() anchors the cited behavior at `public function createVoucherLedgerEntry(VoucherLedger $ledgerRow, Voucher $voucher): JournalEntry`",mapped,
plan-sections-0-through-4,1246,EventServiceProvider.php:145-147,EventServiceProvider.php,145-147,apps/api/app/Providers/EventServiceProvider.php,145-147,EventServiceProvider,"EventServiceProvider anchors the cited behavior at `// Procurement-to-Pay: GR-IR accrual on goods receipt GoodsReceived::class => [ PostGrIrOnGoodsReceipt::class,`",mapped,
plan-sections-0-through-4,1248,PostGrIrOnGoodsReceipt.php:41-55,PostGrIrOnGoodsReceipt.php,41-55,apps/api/app/Modules/Accounting/Listeners/PostGrIrOnGoodsReceipt.php,41-55,handle(),"handle() anchors the cited behavior at `} catch (\Throwable $e) { // Log the error but do not re-throw — failure to post GL must not // block the goods receipt (the stock movement has already committed). // Ops can replay the GoodsReceived event or create the GL entry manually. Log::error('PostGrIrOnGoodsReceipt: failed to post GR-IR entry', [`",mapped,
plan-sections-0-through-4,1262,PosCoreReceiptProjection.php:1968-2013,PosCoreReceiptProjection.php,1968-2013,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,2068-2113,applyScrapDisposition(),"applyScrapDisposition() anchors the cited behavior at `try { DB::transaction(function () use ($receiptId, $event, $terminal, $view, $productId, $quantity, $qty, $variantId): void { $this->restockStock( tenantId: $event->tenant_id, companyId: $event->company_id,`",mapped,
plan-sections-0-through-4,1306,DeliveryNoteService.php:96-97,DeliveryNoteService.php,96-97,apps/api/app/Modules/Document/Domain/Services/DeliveryNoteService.php,106-107,confirmWithFiscalChain(),"confirmWithFiscalChain() anchors the cited behavior at `->orderByDesc('chain_sequence') ->lockForUpdate()`",mapped,
plan-sections-0-through-4,1330,DeliveryNoteService.php:91-97,DeliveryNoteService.php,91-97,apps/api/app/Modules/Document/Domain/Services/DeliveryNoteService.php,101-107,confirmWithFiscalChain(),"confirmWithFiscalChain() anchors the cited behavior at `// Acquire lock and get previous delivery note in chain $previousDoc = Document::where('company_id', $deliveryNote->company_id) ->where('type', DocumentType::DeliveryNote) ->where('status', DocumentStatus::Confirmed) ->whereNotNull('fiscal_hash')`",mapped,
plan-sections-0-through-4,1330,WeightedAverageCostService.php:379-385,WeightedAverageCostService.php,379-385,apps/api/app/Modules/Inventory/Application/Services/WeightedAverageCostService.php,392-398,recordSale(),"recordSale() anchors the cited behavior at `$stockLevel = StockLevel::where('product_id', $product->id) ->where('location_id', $location->id) ->where('tenant_id', $product->tenant_id) ->where('company_id', $product->company_id) ->lockForUpdate()`",mapped,
plan-sections-0-through-4,1331,ReturnNoteService.php:497,ReturnNoteService.php,497,apps/api/app/Modules/Document/Domain/Services/ReturnNoteService.php,509,confirm(),"confirm() anchors the cited behavior at `return $this->costLock->acquire($returnNote->tenant_id, $returnNote->company_id, $productIds, function () use ($returnNote, $actorId): Document {`",mapped,
plan-sections-0-through-4,1331,WeightedAverageCostService.php:485,WeightedAverageCostService.php,485,apps/api/app/Modules/Inventory/Application/Services/WeightedAverageCostService.php,505,recordReturn(),"recordReturn() anchors the cited behavior at `return $this->costLock->acquire($product->tenant_id, $product->company_id, [$product->id], function () use ($product, $location, $quantity, $originalCost, $reference, $referenceType, $referenceId): StockMovement {`",mapped,
plan-sections-0-through-4,1336,InvoiceController.php:761,InvoiceController.php,761,apps/api/app/Modules/Document/Presentation/Controllers/InvoiceController.php,802,confirmDeliveriesAndPost(),"confirmDeliveriesAndPost() anchors the cited behavior at `try {`",mapped,
plan-sections-0-through-4,1336,DocumentPostingService.php:446,DocumentPostingService.php,446,apps/api/app/Modules/Document/Domain/Services/DocumentPostingService.php,468,postWithFiscalChain(),"postWithFiscalChain() anchors the cited behavior at `->lockForUpdate()`",mapped,
plan-sections-0-through-4,1337,RefundService.php:80,RefundService.php,80,apps/api/app/Modules/Document/Domain/Services/RefundService.php,81,cancelInvoice(),"cancelInvoice() anchors the cited behavior at `return DB::transaction(fn (): Document => $this->cancelInvoiceWithDecision(`",mapped,
plan-sections-0-through-4,1370,PosCoreReceiptProjection.php:1913-1922,PosCoreReceiptProjection.php,1913-1922,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,2013-2022,restockForLines(),"restockForLines() anchors the cited behavior at `* * **A projector may never REJECT an already-signed event** (Model 1, §4.1). * The pair therefore runs inside its own SAVEPOINT: if either leg throws * (archived product, variant-grain mismatch, insufficient available * quantity), BOTH legs roll back and the line falls back to the previous`",mapped,
plan-sections-0-through-4,1376,ApplyFiscalEventProjectionJob.php:158,ApplyFiscalEventProjectionJob.php,158,apps/api/app/Modules/Fiscal/Application/Jobs/ApplyFiscalEventProjectionJob.php,158,ApplyFiscalEventProjectionJob,"ApplyFiscalEventProjectionJob anchors the cited behavior at `public int $tries = 5;`",mapped,
plan-sections-0-through-4,1394,GeneralLedgerService.php:3266-3268,GeneralLedgerService.php,3266-3268,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,3531-3533,sealAndPersistEntry(),"sealAndPersistEntry() anchors the cited behavior at `if ($this->fiscalPeriodResolver->isDateInClosedPeriod($entry->company_id, $entry->entry_date)) { throw new ClosedFiscalPeriodException($entry->company_id, $entry->entry_date->toDateString()); }`",mapped,
plan-sections-0-through-4,1410,PosCoreReceiptProjection.php:1996-2011,PosCoreReceiptProjection.php,1996-2011,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,2096-2111,applyScrapDisposition(),"applyScrapDisposition() anchors the cited behavior at `} catch (\Throwable $e) { // Gate C2: a retryable concurrency fault is NOT the projector // rejecting a signed event — it is infrastructure, and the job's own // retry is the correct handling. Swallowing it silently loses the // whole receipt (see the method docblock).`",mapped,
plan-sections-0-through-4,1419,JournalCode.php:32-42,JournalCode.php,32-42,apps/api/app/Modules/Accounting/Domain/Enums/JournalCode.php,32-42,fromSourceType(),"fromSourceType() anchors the cited behavior at `public static function fromSourceType(string $sourceType): self { return match ($sourceType) { 'invoice', 'credit_note' => self::Sales, 'supplier_invoice' => self::Purchase,`",mapped,
plan-sections-0-through-4,1432,app/Modules/Inventory/Providers/InventoryServiceProvider.php:77,app/Modules/Inventory/Providers/InventoryServiceProvider.php,77,apps/api/app/Modules/Inventory/Providers/InventoryServiceProvider.php,77,registerEventListeners(),"registerEventListeners() anchors the cited behavior at `Event::listen(InvoicePosted::class, PostCOGSOnInvoice::class);`",mapped,
plan-sections-0-through-4,1448,PostCOGSOnInvoice.php:72-79,PostCOGSOnInvoice.php,72-79,apps/api/app/Modules/Inventory/Listeners/PostCOGSOnInvoice.php,72-79,handle(),"handle() anchors the cited behavior at `return; } $entry = $this->glService->createCOGSEntry(`",mapped,
plan-sections-0-through-4,1481,WeightedAverageCostService.php:423,WeightedAverageCostService.php,423,apps/api/app/Modules/Inventory/Application/Services/WeightedAverageCostService.php,437,recordSale(),"recordSale() anchors the cited behavior at `'total_cost' => CurrencyScale::bcformat(bcmul($quantityStr, $costPriceStr, $working), $costScale),`",mapped,
plan-sections-0-through-4,1500,PosCoreReceiptProjection.php:201-204,PosCoreReceiptProjection.php,201-204,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,220-223,apply(),"apply() anchors the cited behavior at `// Fast-path idempotency probe. if (Receipt::query()->where('fiscal_event_id', $event->id)->exists()) { return; }`",mapped,
plan-sections-0-through-4,1521,DocumentPostingService.php:616-620,DocumentPostingService.php,616-620,apps/api/app/Modules/Document/Domain/Services/DocumentPostingService.php,634-640,validateDeliveryCompliance(),"validateDeliveryCompliance() anchors the cited behavior at `// recorded exemption. See {@see PostingContext} for why this is a caller // context and not a document-shape test, and // {@see isExemptFromDeliveryRequirement()} for the two conditions. if ($status->code === DeliveryComplianceCode::DeliveryRequiredBeforeInvoice && $this->isExemptFromDeliveryRequirement($invoice, $con`",mapped,
plan-sections-0-through-4,1555,FranceChartOfAccountsSeeder.php:281,FranceChartOfAccountsSeeder.php,281,apps/api/database/seeders/FranceChartOfAccountsSeeder.php,289,aware,"aware anchors the cited behavior at `'system_purpose' => SystemAccountPurpose::CostOfGoodsSold->value, 'is_system' => true],`",mapped,
plan-sections-0-through-4,1583,DeliveredQuantityResolver.php:251-262,DeliveredQuantityResolver.php,251-262,apps/api/app/Modules/Document/Domain/Services/DeliveredQuantityResolver.php,281-292,invoiceIdsBackedByDeliveryNote(),"invoiceIdsBackedByDeliveryNote() anchors the cited behavior at `public function invoiceIdsBackedByDeliveryNote(Document $deliveryNote): array { if ($deliveryNote->type !== DocumentType::DeliveryNote) { return []; }`",mapped,
plan-sections-0-through-4,1604,DocumentPostingService.php:621-624,DocumentPostingService.php,621-624,apps/api/app/Modules/Document/Domain/Services/DocumentPostingService.php,641-644,validateDeliveryCompliance(),"validateDeliveryCompliance() anchors the cited behavior at `// 🚨 T25b — the compliance refusal is TYPED and carries the resolved // policy. Flattening it into the generic `\DomainException` below would // make the control depend on the entry point: every non-controller`",mapped,
plan-sections-0-through-4,1605,DeliveryNoteToInvoiceConverter.php:150,DeliveryNoteToInvoiceConverter.php,150,apps/api/app/Modules/Document/Domain/Services/Conversion/Converters/DeliveryNoteToInvoiceConverter.php,150,convertSingleDeliveryNote(),"convertSingleDeliveryNote() anchors the cited behavior at `$invoicePayload['source_delivery_note_ids'] = [$dn->id];`",mapped,
plan-sections-0-through-4,1659,plan-advance-reversal.md:727-728,plan-advance-reversal.md,727-728,.superpowers/sdd/HANDOVER-document-per-action-remediation-2026-08-08/plan-advance-reversal.md,727-728,"section 3. Tasks (12) — TDD, red first","section 3. Tasks (12) — TDD, red first anchors the cited behavior at `asserts they sum to the nominal. `performCancellation()` derives the partition through the **same** reader for the standalone `cancel()``",mapped,
plan-sections-0-through-4,1661,app/Modules/Document/Domain/Enums/DocumentType.php:9-20,app/Modules/Document/Domain/Enums/DocumentType.php,9-20,apps/api/app/Modules/Document/Domain/Enums/DocumentType.php,9-20,DocumentType,"DocumentType anchors the cited behavior at `case Quote = 'quote'; case SalesOrder = 'sales_order'; case PurchaseOrder = 'purchase_order'; case Invoice = 'invoice'; case CreditNote = 'credit_note';`",mapped,
plan-sections-0-through-4,1675,DeliveryNoteService.php:243,DeliveryNoteService.php,243,apps/api/app/Modules/Document/Domain/Services/DeliveryNoteService.php,253,issueStock(),"issueStock() anchors the cited behavior at `// D-19 / T4: ONE physical predicate. The former guard read the`",mapped,
plan-sections-0-through-4,1675,ReturnNoteService.php:647,ReturnNoteService.php,647,apps/api/app/Modules/Document/Domain/Services/ReturnNoteService.php,659,receiveStockBack(),"receiveStockBack() anchors the cited behavior at `$product = PhysicalLinePredicate::physicalProductFor($line);`",mapped,
plan-sections-0-through-4,1676,SalesOrderService.php:118,SalesOrderService.php,118,apps/api/app/Modules/Document/Domain/Services/SalesOrderService.php,119,confirmAndReserveStock(),"confirmAndReserveStock() anchors the cited behavior at `// `product_id === null` skip further down (which ran AFTER the`",mapped,
plan-sections-0-through-4,1688,MovementReason.php:84-85,MovementReason.php,84-85,apps/api/app/Modules/Inventory/Domain/Enums/MovementReason.php,84-85,requiresGLEntry(),"requiresGLEntry() anchors the cited behavior at `self::Damage => true, self::Expiry => true,`",mapped,
plan-sections-0-through-4,1698,StockAdjustmentDocumentService.php:252-268,StockAdjustmentDocumentService.php,252-268,apps/api/app/Modules/Inventory/Application/Services/StockAdjustmentDocumentService.php,252-268,post(),"post() anchors the cited behavior at `$movement = $this->stockAdjustmentService->adjustByDelta( productId: $line->product_id, locationId: $adjustment->location_id, deltaQuantity: $delta, reference: (string) $adjustment->adjustment_number,`",mapped,
plan-sections-0-through-4,1706,MovementReason.php:63-75,MovementReason.php,63-75,apps/api/app/Modules/Inventory/Domain/Enums/MovementReason.php,63-75,affectsCOGS(),"affectsCOGS() anchors the cited behavior at `public function affectsCOGS(): bool { return match ($this) { self::Delivery => true, self::CustomerReturn => true,`",mapped,
plan-sections-0-through-4,1759,ReturnScrapWriteOffService.php:218-227,ReturnScrapWriteOffService.php,218-227,apps/api/app/Modules/POS/Application/Services/ReturnScrapWriteOffService.php,218-227,writeOff(),"writeOff() anchors the cited behavior at `// This posting is economically correct TODAY only because two other // postings are absent, and they must land TOGETHER or this breaks: // * POS COGS-at-exit (a POS sale currently posts no COGS) — landing // it alone relieves Inventory TWICE for the same units. // * A GL leg for the RE-ENTRY movement (MovementReason::`",mapped,
plan-sections-0-through-4,1779,PosCoreReceiptProjection.php:1767-1787,PosCoreReceiptProjection.php,1767-1787,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,1860-1887,decrementStock(),"decrementStock() anchors the cited behavior at `StockMovement::query()->create([ 'id' => Str::uuid()->toString(), 'tenant_id' => $tenantId, 'company_id' => $companyId,`",mapped,
plan-sections-0-through-4,1795,ReturnScrapWriteOffService.php:214,ReturnScrapWriteOffService.php,214,apps/api/app/Modules/POS/Application/Services/ReturnScrapWriteOffService.php,214,writeOff(),"writeOff() anchors the cited behavior at `postSynchronously: true,`",mapped,
plan-sections-0-through-4,1815,ReturnScrapWriteOffService.php:218-227,ReturnScrapWriteOffService.php,218-227,apps/api/app/Modules/POS/Application/Services/ReturnScrapWriteOffService.php,218-227,writeOff(),"writeOff() anchors the cited behavior at `// This posting is economically correct TODAY only because two other // postings are absent, and they must land TOGETHER or this breaks: // * POS COGS-at-exit (a POS sale currently posts no COGS) — landing // it alone relieves Inventory TWICE for the same units. // * A GL leg for the RE-ENTRY movement (MovementReason::`",mapped,
plan-sections-0-through-4,1820,ReceiptReturnService.php:1250,ReceiptReturnService.php,1250,apps/api/app/Modules/POS/Application/Services/ReceiptReturnService.php,1250,calculateAlreadyReturnedQuantities(),"calculateAlreadyReturnedQuantities() anchors the cited behavior at `* row is restored — symmetric with ReceiptCreationService::decrementStock`",mapped,
plan-sections-0-through-4,1853,DeliveredQuantityResolver.php:287-333,DeliveredQuantityResolver.php,287-333,apps/api/app/Modules/Document/Domain/Services/DeliveredQuantityResolver.php,373-436,linkedDeliveryNoteIdsFor(),"linkedDeliveryNoteIdsFor() anchors the cited behavior at `public function linkedDeliveryNoteIdsFor(Document $invoice): array { $payload = $invoice->payload ?? []; /** @var list<string> $ids */`",mapped,
plan-sections-0-through-4,1857,PosCoreReceiptProjection.php:1781-1782,PosCoreReceiptProjection.php,1781-1782,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,1881-1882,decrementStock(),"decrementStock() anchors the cited behavior at `'reference_type' => 'pos_receipt', 'reference_id' => $receiptId,`",mapped,
plan-sections-0-through-4,1863,DeliveredQuantityResolver.php:287,DeliveredQuantityResolver.php,287,apps/api/app/Modules/Document/Domain/Services/DeliveredQuantityResolver.php,373,linkedDeliveryNoteIdsFor(),"linkedDeliveryNoteIdsFor() anchors the cited behavior at `public function linkedDeliveryNoteIdsFor(Document $invoice): array`",mapped,
plan-sections-0-through-4,1896,StockAdjustmentService.php:1419,StockAdjustmentService.php,1419,apps/api/app/Modules/Inventory/Domain/Services/StockAdjustmentService.php,1419,postCountOpening(),"postCountOpening() anchors the cited behavior at `unitCost: $openingUnitCost,`",mapped,
plan-sections-0-through-4,1910,ApplyStockAdjustmentsOnCountingCompleted.php:196-205,ApplyStockAdjustmentsOnCountingCompleted.php,196-205,apps/api/app/Modules/Inventory/Application/Listeners/ApplyStockAdjustmentsOnCountingCompleted.php,196-205,applyLegacyDelta(),"applyLegacyDelta() anchors the cited behavior at `$this->stockAdjustmentService->adjust( productId: $item->product_id, locationId: $item->location_id, newQuantity: $newQuantity, reason: $reference,`",mapped,
plan-sections-0-through-4,1931,MovementReason.php:77-94,MovementReason.php,77-94,apps/api/app/Modules/Inventory/Domain/Enums/MovementReason.php,77-94,requiresGLEntry(),"requiresGLEntry() anchors the cited behavior at `public function requiresGLEntry(): bool { return match ($this) { self::GoodsReceipt => true, self::Delivery => true,`",mapped,
